Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Close
6566257650385.814,577778786226.5742,-16767157723372.904,-5791820475011.119,8586339629342.455,12645027427114.023,2233618222847.7046,515336574889.82367,-4845307258691.622,-13753806675115.71,4054168128441.197,-659690547420.1843,662.8216666666667
6751158554174.076,594048605589.2203,-17239308271539.832,-5954913799587.553,8828124528061.887,13001101895417.662,2296515236483.6914,529848057650.13074,-4981747464384.298,-14141103536317.49,4168330453120.521,-678266967354.7887,656.5633333333333
5633601474690.276,495712416601.6904,-14385589067949.838,-4969163580768.566,7366755676292.589,10848956709694.309,1916360209515.114,442139340644.0924,-4157090898633.688,-11800247534282.557,3478323342281.8765,-565989643463.9706,651.2666666666667
6738307009258.291,592917766857.6156,-17206491562190.096,-5943578002342.668,8811319244828.928,12976353012354.977,2292143586817.437,528839457788.4532,-4972264235488.523,-14114184522308.51,4160395647748.8403,-676975751807.6127,640.27
10427441270184.146,917532462339.2788,-26626818748383.945,-9197608637988.623,13635400487779.31,20080735160744.223,3547061977332.7905,818372042703.5258,-7694513255006.257,-21841514514247.01,6438157288142.071,-1047611157886.9036,628.8083333333333
7659846395220.921,674005953586.7687,-19559673043499.44,-6756429241446.981,10016366403853.05,14751015422127.883,2605620038661.2446,601164200844.0385,-5652277360263.939,-16044458203920.178,4729376603441.062,-769559835477.3739,628.565
12007879296951.54,1056598560645.8254,-30662519782239.297,-10591646772482.193,15702053905641.326,23124277265781.395,4084673396645.826,942408774780.171,-8860734150581.688,-25151929785443.055,7413958187914.282,-1206392767054.057,673.0383333333334
9130359761326.977,803399552383.1035,-23314677810947.492,-8053507448030.565,11939277307556.682,17582869172306.504,3105838816171.52,716573766407.8683,-6737383746311.294,-19124623238405.727,5637307319929.283,-917297670805.6705,681.24
11178919351313.822,983656601644.7855,-28545743039000.453,-9860455939745.012,14618067708033.357,21527900553122.57,3802689339669.0923,877349941033.7933,-8249036433226.8955,-23415574622995.06,6902138216117.833,-1123109738901.067,662.7
9806911001695.166,862930722248.5005,-25042273866687.285,-8650264920450.203,12823966755186.035,18885743520554.133,3335978604083.8765,769671209125.2782,-7236617641493.843,-20541740147697.543,6055026568362.621,-985268616230.9557,660.355
8846095341738.896,778386499835.7473,-22588799275776.227,-7802769703063.361,11567559974840.596,17035444599137.201,3009141711599.2017,694264020706.5981,-6527622312602.169,-18529197594605.715,5461795687963.556,-888738425996.3488,667.635
9359190364537.803,823534834171.4098,-23899004403650.0,-8255349324305.397,12238506680244.26,18023541700224.742,3183679231158.631,734532979489.7189,-6906240157504.535,-19603936116961.25,5778592957729.599,-940287519630.3995,695.1633333333334
9385688255193.418,825866420952.1294,-23966667051500.92,-8278721903898.68,12273156406649.535,18074569857532.543,3192692876452.903,736612545045.4879,-6925793091347.635,-19659438603668.383,5794953361711.179,-942949853430.8541,684.3033333333333
15032062400077.502,1322702787502.3618,-38384872770128.0,-13259151945070.129,19656614466862.95,28948124455264.605,5113398001586.832,1179754419069.1843,-11092309333903.332,-31486440997378.445,9281162975541.613,-1510222367888.7136,704.5949999999999
12282391637480.49,1080753465753.932,-31363496249702.035,-10833782586504.02,16061018770350.133,23652921819366.293,4178053193581.304,963953220244.5973,-9063299610217.473,-25726928472452.707,7583448900175.993,-1233972075907.4546,708.4583333333334
13136590825407.006,1155916245445.9556,-33544722334829.68,-11587235864389.8,17178008793027.748,25297903288849.113,4468622796344.765,1030992940763.55,-9693621746286.266,-27516150132002.465,8110852387259.074,-1319790688768.468,721.9566666666667
14866465460403.035,1308131536158.4502,-37962014860234.31,-13113085716193.955,19440072129780.72,28629224328945.37,5057067499332.917,1166757904941.423,-10970113598337.059,-31139577988078.74,9178919381684.88,-1493585535145.6663,716.9533333333333
12642450712763.174,1112435840452.6992,-32282919070119.906,-11151375620139.574,16531848631579.248,24346308676517.098,4300533078850.6445,992211545495.0562,-9328990737898.252,-26481115056042.688,7805758075815.18,-1270146101314.426,734.8083333333333
12770907422266.08,1123739017121.5364,-32610937504532.875,-11264681890947.34,16699824517284.18,24593685260637.18,4344229692377.3633,1002293146258.0424,-9423780210991.795,-26750182861568.926,7885070374814.192,-1283051751569.2822,735.85
8706589777172.753,766111128497.6807,-22232567069526.246,-7679717704543.819,11385136179662.217,16766790485171.2,2961686639189.7046,683315240410.9047,-6424679680497.913,-18236986629383.64,5375661433595.884,-874722833781.134,721.7633333333332
10295679566866.443,905938490875.1837,-26290360768378.742,-9081387178703.275,13463102928375.668,19826993866271.246,3502241105050.502,808031021278.3575,-7597284897347.036,-21565524004918.223,6356804280908.746,-1034373562571.5818,725.9333333333333
12993925119802.053,1143362807980.2803,-33180420591806.61,-11461396438293.96,16991452658531.848,25023163498417.547,4420092750163.838,1019796141775.8451,-9588347207209.271,-27217319874503.926,8022766975421.735,-1305457615010.4812,734.5916666666667
16832393912940.463,1481117809940.7175,-42982078453881.22,-14847148860893.852,22010810825920.367,32415127886990.395,5725809676858.445,1321048826460.5547,-12420791522003.004,-35257448990320.82,10392731165017.941,-1691096306126.2544,752.285
16006782283902.398,1408470449214.6797,-40873851804398.79,-14118911408932.26,20931202907738.78,30825199263662.57,5444964610963.474,1256252812320.2432,-11811564657458.172,-33528107186336.89,9882978671401.71,-1608149584543.2314,800.4155172413792
9187570680368.006,808433659610.2384,-23460767801777.402,-8103970798543.332,12014088920348.773,17693043596326.78,3125300031513.6606,721063826618.0845,-6779600262081.88,-19244458298232.492,5672630750358.267,-923045460465.9424,769.025
12216244666990.436,1074933037807.1097,-31194587798836.65,-10775437100720.357,15974521873169.52,23525538749381.79,4155552242160.483,958761861389.84,-9014489162516.648,-25588375732592.023,7542608237499.343,-1227326445904.6667,758.3833333333333
13685823802121.37,1204244408818.2793,-34947206982054.746,-12071691231875.555,17896211016118.992,26355593403873.29,4655453229620.831,1074098130862.3053,-10098906240997.156,-28666583803925.504,8449962253820.591,-1374970362095.482,760.2466666666667
12377187876438.982,1089094809553.6125,-31605561560619.043,-10917398399017.115,16184978798562.807,23835476463566.832,4210299653683.3994,971393039251.5997,-9133250619502.61,-25925490538770.17,7641978288574.823,-1243496021895.7153,768.595
14544666313213.254,1279815798518.9453,-37140289895901.95,-12829240229164.248,19019273034483.445,28009516753664.0,4947602325104.72,1141502228673.8677,-10732654612765.05,-30465531584031.113,8980232457544.143,-1461255580529.8472,771.4683333333334
14680118658077.12,1291734545358.4187,-37486171996583.48,-12948717078820.816,19196396787589.184,28270365292117.52,4993678620663.388,1152132864492.3643,-10832606230065.14,-30749252677298.25,9063864002506.244,-1474864054458.4524,771.69
13083740343306.193,1151265874830.308,-33409766318681.06,-11540618674128.66,17108899325834.438,25196125650869.55,4450644808613.744,1026844974623.9203,-9654622517064.943,-27405448407030.535,8078220808292.094,-1314481314888.5571,766.7316666666667
15052109266732.537,1324466803702.3872,-38436062671891.04,-13276834457158.117,19682828901599.543,28986729588152.402,5120217228451.708,1181327639763.6887,-11107101833121.46,-31528431483215.566,9293540048373.941,-1512236702786.2966,754.7066666666667
14811302776471.146,1303277708979.1985,-37821154967335.164,-13064429078850.688,19367939140587.28,28522994212566.023,5038303007215.65,1162428523762.4521,-10929408298178.629,-31024033352617.83,9144860289791.395,-1488043707199.87,736.4416666666667
12019371349667.953,1057609779772.9106,-30691865108805.504,-10601783440896.271,15717081487871.18,23146408175644.08,4088582601117.251,943310688854.2612,-8869214219321.473,-25176001290642.773,7421053612538.474,-1207547364511.7837,699.5583333333333
13672575925632.098,1203078707990.3264,-34913378091847.016,-12060005846132.738,17878887524800.516,26330081192401.98,4650946750436.304,1073058396368.0193,-10089130478543.408,-28638834591889.508,8441782653138.33,-1373639408897.9988,683.2866666666666
9951109192543.215,875619000907.227,-25410488870805.684,-8777456081545.036,13012526814025.748,19163434513304.727,3385029950769.213,780988287931.1235,-7343023033463.115,-20843780361477.88,6144058199191.874,-999755638333.904,724.096551724138
7849821584750.818,690722286381.0161,-20044781027377.21,-6923998411998.635,10264786760511.674,15116861787708.29,2670243155284.5825,616073919003.7471,-5792461906109.209,-16442383890558.48,4846671850926.28,-788646064778.6,685.4483333333334
12659643271995.066,1113948628146.4128,-32326820856837.145,-11166540428631.023,16554330299200.56,24379417408923.61,4306381408673.262,993560885750.0176,-9341677369411.89,-26517126819121.297,7816373295681.575,-1271873321593.0999,646.7266666666667
9774013544960.127,860035997872.3986,-24958269205120.375,-8621247454128.852,12780948496144.854,18822391018732.67,3324788012014.161,767089353059.0806,-7212342330295.739,-20472832539499.312,6034714934562.779,-981963461624.821,680.3483333333334
8817010630779.223,775827292786.6075,-22514530403042.848,-7777115311036.565,11529527558875.162,16979434401463.568,2999248070017.876,691981348270.2186,-6506160331219.378,-18468276233687.72,5443837964770.3955,-885816459698.9233,661.6333333333333
10680286398817.21,939780852183.29,-27272467142614.05,-9420632734690.955,13966032450358.918,20567653807365.867,3633071310738.6675,838215944904.2866,-7881090139109.098,-22371128701760.82,6594269962842.649,-1073013750687.4827,672.4366666666666
11823665503281.086,1040389164543.3958,-30192123842187.703,-10429159476265.338,15461167315948.7,22769526044247.242,4022010123209.055,927951263284.9846,-8724801096916.471,-24766072014824.36,7300220299913.305,-1187885266663.3237,665.4833333333333
9766842457014.361,859404978603.3121,-24939957651464.37,-8614922118823.635,12771571152266.057,18808581275433.348,3322348657904.335,766526576435.1093,-7207050791167.837,-20457811787084.355,6030287444438.905,-981242932911.2185,664.6566666666666
9636210102924.258,847910381178.3704,-24606383505655.797,-8499696811756.457,12600750382828.041,18557014837181.016,3277911952202.9146,756274189415.186,-7110655792178.365,-20184186836920.926,5949631724990.27,-968118798897.0143,666.3366666666666
8327119973898.915,732720799581.572,-21263578258787.066,-7345003323770.438,10888924145420.83,16036023212301.102,2832603873803.1245,653533467353.3862,-6144665057254.072,-17442142110931.295,5141367404020.742,-836598786554.3888,679.1333333333333
8805410807599.05,774806616998.214,-22484909815732.65,-7766883609441.634,11514359182697.873,16957095904830.88,2995302197435.8657,691070940243.2141,-6497600638408.236,-18443979071982.484,5436675852296.741,-884651125798.591,672.95
12013400364722.377,1057084383520.3787,-30676617953168.957,-10596516683969.043,15709273568032.13,23134909469011.105,4086551470835.539,942842061529.7458,-8864808145982.947,-25163494337270.28,7417366953502.388,-1206947504711.8035,673.8316666666667
7119498363154.973,626459624789.9222,-18179876236970.2,-6279810930126.437,9309782684917.29,13710435456270.227,2421811946942.0044,558756272248.2811,-5253549016925.444,-14912635136385.41,4395752332851.576,-715272938898.9095,665.0183333333333
10597582463399.307,932503576094.7557,-27061279849617.902,-9347683079306.27,13857885076745.994,20408385961021.69,3604938230907.4478,831725107637.859,-7820062014510.773,-22197895539763.656,6543206435153.208,-1064704812332.1215,658.3133333333334
10627298178159.863,935118326004.9957,-27137159882665.367,-9373894063044.447,13896742714886.646,20465611232865.664,3615046506962.6943,834057266137.4513,-7841989522295.001,-22260138618952.156,6561553628064.741,-1067690270919.411,626.7199999999999
14057710039807.787,1236967464598.9226,-35896830896169.54,-12399716493531.334,18382506538054.99,27071756550313.695,4781956319682.912,1103284703565.9468,-10373324810423.627,-29445543735671.152,8679573898250.699,-1412332568959.2866,631.4116666666666
12066739548190.299,1061777773277.0265,-30812821500828.48,-10643564912383.068,15779022149358.545,23237627976336.8,4104695669302.167,947028315747.4376,-8904167825217.066,-25275219528042.652,7450300095111.194,-1212306163581.1013,615.63
11851232079773.273,1042814815387.7853,-30262516003480.652,-10453474808981.043,15497214685627.082,22822612608898.01,4031387335835.681,930114746512.7831,-8745142716913.287,-24823813523892.285,7317240526749.864,-1190654819789.046,623.3666666666667
12170071698357.576,1070870176517.3921,-31076683601696.145,-10734709857154.717,15914143958053.662,23436620767619.426,4139845765626.5137,955138096855.1462,-8980417686514.994,-25491660953085.32,7514099945178.223,-1222687579463.898,618.6133333333333
8695258082475.001,765114026966.5015,-22203631209784.484,-7669722489292.623,11370318325920.113,16744968376716.6,2957831981225.116,682425902344.7151,-6416317915688.32,-18213251039462.73,5368664978108.802,-873584370271.2706,598.6483333333333
12051430477670.225,1060430678695.4667,-30773729267966.055,-10630061399065.316,15759003216780.037,23208146397176.184,4099488044224.398,945826837831.1333,-8892871157727.03,-25243152770979.176,7440847985371.5625,-1210768071377.209,625.6933333333333
14450208781168.447,1271504245328.396,-36899089612077.82,-12745923174556.006,18895755855936.2,27827614462236.812,4915471092290.486,1134089021922.3442,-10662953616323.676,-30267679004136.85,8921912289307.803,-1451765582965.0156,646.175
10039403676573.045,883388209843.391,-25635951844256.55,-8855336940378.508,13127984688429.021,19333468424949.605,3415064746842.6216,787917880372.6548,-7408176464342.48,-21028723648861.9,6198573434825.481,-1008626250954.2142,627.1216666666667
8720032315490.439,767293960686.7592,-22266893007700.492,-7691574793275.725,11402714231337.191,16792677550191.697,2966259333579.8936,684370246263.8053,-6434599070020.948,-18265143577346.03,5383961204232.361,-876073360886.2506,638.1416666666667
10821109568487.76,952172154825.1189,-27632063643754.684,-9544846896016.64,14150179152320.332,20838845147727.1,3680974571273.8877,849268110200.8241,-7985004991483.545,-22666099339753.215,6681217719728.99,-1087161793922.657,656.7833333333333
2424576910556.8027,213343583526.2812,-6191238262295.437,-2138617609390.5972,3170487920037.316,4669150135092.925,824758878016.6792,190287014803.57053,-1789119704771.5576,-5078564531791.382,1496993223528.4006,-243589202504.3488,702.032142857143
5970397069652.173,525347764065.847,-15245607863751.393,-5266236847313.615,7807165019305.485,11497543753563.629,2030926654286.9058,468571920924.255,-4405615760206.873,-12505705908955.58,3686269211514.865,-599826382355.8204,663.5216666666668
5522488818654.34,485935367786.38556,-14101859222360.41,-4871155752852.779,7221459611048.944,10634980568257.06,1878563454210.0647,433418953661.5565,-4075099800784.5044,-11567508835896.873,3409719735302.839,-554826476529.8157,671.8862068965517
6627623878157.471,583178529112.8574,-16923858450563.688,-5845949052855.749,8666584921998.012,12763203983729.676,2254492934405.31,520152755092.2064,-4890590019757.259,-13882345540241.617,4092057145618.914,-665855804412.0087,656.9283333333333
